River,Site,Date,Average DO (mg/L),Shell length (mm)
York,S3,"May 25, 2004",5.47,17
York,S3,"May 25, 2004",5.47,17
York,S3,"May 25, 2004",5.47,12.2
York,S3,"May 25, 2004",5.47,16.5
York,S3,"May 25, 2004",5.47,12.2
York,S3,"May 25, 2004",5.47,17
York,S3,"May 25, 2004",5.47,14.2
York,S3,"May 25, 2004",5.47,15
York,S3,"May 25, 2004",5.47,16.1
York,S3,"May 25, 2004",5.47,12.4
York,S3,"May 25, 2004",5.47,15.5
York,S3,"May 25, 2004",5.47,16
York,S3,"May 25, 2004",5.47,15.2
York,S3,"May 25, 2004",5.47,16
York,S3,"May 25, 2004",5.47,14.4
York,S3,"May 25, 2004",5.47,6
York,S3,"May 25, 2004",5.47,15.1
York,S3,"May 25, 2004",5.47,15.3
York,S3,"May 25, 2004",5.47,15.9
York,S3,"May 25, 2004",5.47,15.2
York,S3,"May 25, 2004",5.47,15.1
York,S3,"May 25, 2004",5.47,15.5
York,S3,"May 25, 2004",5.47,14.4
York,S3,"May 25, 2004",5.47,15.5
York,S3,"May 25, 2004",5.47,10.3
York,S3,"May 25, 2004",5.47,16.8
York,S3,"May 25, 2004",5.47,13.2
York,S3,"May 25, 2004",5.47,13.4
York,S3,"May 25, 2004",5.47,16.4
York,S3,"May 25, 2004",5.47,15.3
York,S3,"May 25, 2004",5.47,16.1
York,S3,"May 25, 2004",5.47,16.4
York,S3,"May 25, 2004",5.47,13.8
York,S3,"May 25, 2004",5.47,16
York,S3,"May 25, 2004",5.47,14.8
York,S3,"May 25, 2004",5.47,14.7
York,S3,"May 25, 2004",5.47,14.6
York,S3,"May 25, 2004",5.47,16
York,S3,"May 25, 2004",5.47,12.4
York,S3,"May 25, 2004",5.47,14
York,S3,"May 25, 2004",5.47,7
York,S3,"May 25, 2004",5.47,7
York,S3,"May 25, 2004",5.47,5
York,S3,"May 25, 2004",5.47,15.6
York,S3,"May 25, 2004",5.47,12
York,S3,"May 25, 2004",5.47,12.5
York,S3,"May 25, 2004",5.47,15.3
York,S3,"May 25, 2004",5.47,10.3
York,S3,"May 25, 2004",5.47,28.6
York,S3,"May 25, 2004",5.47,8.6
York,S3,"May 25, 2004",5.47,11.6
York,S3,"May 25, 2004",5.47,12.5
York,S3,"May 25, 2004",5.47,15.9
York,S3,"May 25, 2004",5.47,14
York,S3,"May 25, 2004",5.47,12
York,S3,"May 25, 2004",5.47,10
York,S3,"May 25, 2004",5.47,15.7
York,S3,"May 25, 2004",5.47,11
York,S3,"May 25, 2004",5.47,11
York,S3,"May 25, 2004",5.47,15.1
York,S3,"May 25, 2004",5.47,12.7
York,S3,"May 25, 2004",5.47,14.3
York,S3,"May 25, 2004",5.47,7
York,S3,"May 25, 2004",5.47,12.4
York,S3,"May 25, 2004",5.47,14.3
York,S3,"May 25, 2004",5.47,10.1
York,S3,"May 25, 2004",5.47,6
York,S3,"May 25, 2004",5.47,14.6
York,S3,"May 25, 2004",5.47,14
York,S3,"May 25, 2004",5.47,11.3
York,S3,"May 25, 2004",5.47,4.3
York,S3,"May 25, 2004",5.47,13.5
York,S3,"May 25, 2004",5.47,11.4
York,S3,"May 25, 2004",5.47,11.6
York,S3,"May 25, 2004",5.47,6
York,S3,"May 25, 2004",5.47,15.1
York,S3,"May 25, 2004",5.47,14.6
York,S3,"May 25, 2004",5.47,11.1
York,S3,"May 25, 2004",5.47,11.1
York,S3,"May 25, 2004",5.47,13.4
York,S3,"May 25, 2004",5.47,9.5
York,S3,"May 25, 2004",5.47,15.3
York,S3,"May 25, 2004",5.47,14.8
York,S3,"May 25, 2004",5.47,11.4
York,S3,"May 25, 2004",5.47,14.2
York,S3,"May 25, 2004",5.47,11.5
York,S3,"May 25, 2004",5.47,14
York,S3,"May 25, 2004",5.47,10
York,S3,"May 25, 2004",5.47,8.2
York,S3,"May 25, 2004",5.47,7.2
York,S3,"May 25, 2004",5.47,5.9
Rappahannock,M5,"November 19, 2004",2.30,23
Rappahannock,M5,"November 19, 2004",2.30,22
Rappahannock,M5,"November 19, 2004",2.30,23
Rappahannock,M5,"November 19, 2004",2.30,21
Rappahannock,M5,"November 19, 2004",2.30,22.9
Rappahannock,M5,"November 19, 2004",2.30,20.7
Rappahannock,M5,"November 19, 2004",2.30,21.2
Rappahannock,M5,"November 19, 2004",2.30,21.7
Rappahannock,D3,"November 19, 2004",2.70,14.4
Rappahannock,S4,"November 19, 2004",3.00,22
Rappahannock,S4,"November 19, 2004",3.00,31.2
Rappahannock,S4,"November 19, 2004",3.00,21.6
Rappahannock,S4,"November 19, 2004",3.00,23.1
Rappahannock,S4,"November 19, 2004",3.00,22.6
Rappahannock,S4,"November 19, 2004",3.00,18.7
Rappahannock,S4,"November 19, 2004",3.00,24.8
Rappahannock,S4,"November 19, 2004",3.00,25.9
Rappahannock,S4,"November 19, 2004",3.00,25.9
Rappahannock,S4,"November 19, 2004",3.00,25.3
Rappahannock,S4,"November 19, 2004",3.00,24.2
Rappahannock,S4,"November 19, 2004",3.00,23.5
Rappahannock,S4,"November 19, 2004",3.00,23
Rappahannock,S4,"November 19, 2004",3.00,24
Rappahannock,S4,"November 19, 2004",3.00,19
Rappahannock,S4,"November 19, 2004",3.00,26
Rappahannock,S4,"November 19, 2004",3.00,20.2
Rappahannock,S4,"November 19, 2004",3.00,33.4
Rappahannock,S4,"November 19, 2004",3.00,25
Rappahannock,S4,"November 19, 2004",3.00,22
Rappahannock,S4,"November 19, 2004",3.00,20.5
Rappahannock,S4,"November 19, 2004",3.00,30.3
Rappahannock,S4,"November 19, 2004",3.00,20
Rappahannock,S4,"November 19, 2004",3.00,23.6
Rappahannock,S5,"November 19, 2004",3.50,14.1
Rappahannock,S5,"November 19, 2004",3.50,24.9
Rappahannock,S5,"November 19, 2004",3.50,25.1
Rappahannock,S5,"November 19, 2004",3.50,19.9
Rappahannock,S5,"November 19, 2004",3.50,19.1
Rappahannock,S5,"November 19, 2004",3.50,25.3
Rappahannock,M9,"November 19, 2004",3.60,14
Rappahannock,M9,"November 19, 2004",3.60,18.3
Rappahannock,M9,"November 19, 2004",3.60,20
Rappahannock,M9,"November 19, 2004",3.60,19
Rappahannock,M9,"November 19, 2004",3.60,20.3
Rappahannock,M9,"November 19, 2004",3.60,19
Rappahannock,M9,"November 19, 2004",3.60,16.2
Rappahannock,S9,"November 19, 2004",3.60,14.9
Rappahannock,S9,"November 19, 2004",3.60,14
Rappahannock,S1,"November 19, 2004",4.50,22
Rappahannock,S1,"November 19, 2004",4.50,26.2
Rappahannock,S1,"November 19, 2004",4.50,22
Rappahannock,S12,"November 19, 2004",4.50,22.6
Rappahannock,S12,"November 19, 2004",4.50,24
Rappahannock,S12,"November 19, 2004",4.50,23
Rappahannock,S12,"November 19, 2004",4.50,21.5
Rappahannock,M13,"November 19, 2004",4.60,20
Rappahannock,M13,"November 19, 2004",4.60,17.8
Rappahannock,M13,"November 19, 2004",4.60,21
Rappahannock,M13,"November 19, 2004",4.60,15.2
Rappahannock,M13,"November 19, 2004",4.60,14.6
Rappahannock,S16,"November 19, 2004",4.70,10.1
Rappahannock,S16,"November 19, 2004",4.70,20.5
Rappahannock,S10,"November 19, 2004",5.00,19.1
Rappahannock,S10,"November 19, 2004",5.00,16.4
Rappahannock,S10,"November 19, 2004",5.00,23
Rappahannock,S10,"November 19, 2004",5.00,21
Rappahannock,S10,"November 19, 2004",5.00,25.6
Rappahannock,S10,"November 19, 2004",5.00,26
Rappahannock,S10,"November 19, 2004",5.00,23.9
Rappahannock,S10,"November 19, 2004",5.00,22
Rappahannock,S10,"November 19, 2004",5.00,25.9
Rappahannock,S10,"November 19, 2004",5.00,27.9
Rappahannock,S10,"November 19, 2004",5.00,21.6
Rappahannock,S10,"November 19, 2004",5.00,25
Rappahannock,S10,"November 19, 2004",5.00,22.3
Rappahannock,S10,"November 19, 2004",5.00,24.4
Rappahannock,S10,"November 19, 2004",5.00,24.7
Rappahannock,S10,"November 19, 2004",5.00,20
Rappahannock,S0,"November 19, 2004",6.70,31.9
Rappahannock,S0,"November 19, 2004",6.70,21.8
Rappahannock,S0,"November 19, 2004",6.70,23.9
Rappahannock,S0,"November 19, 2004",6.70,20.9
Rappahannock,S0,"November 19, 2004",6.70,22.6
Rappahannock,S0,"November 19, 2004",6.70,22
Rappahannock,S0,"November 19, 2004",6.70,21.5
Rappahannock,S0,"November 19, 2004",6.70,21.8
Rappahannock,S0,"November 19, 2004",6.70,19
Rappahannock,S0,"November 19, 2004",6.70,23
Rappahannock,S0,"November 19, 2004",6.70,22.6
Rappahannock,S0,"November 19, 2004",6.70,23
Rappahannock,S0,"November 19, 2004",6.70,24
Rappahannock,S0,"November 19, 2004",6.70,20
Rappahannock,S0,"November 19, 2004",6.70,23
Rappahannock,S0,"November 19, 2004",6.70,24.2
Rappahannock,S0,"November 19, 2004",6.70,24.7
Rappahannock,S0,"November 19, 2004",6.70,25.1
Rappahannock,S0,"November 19, 2004",6.70,23.8
Rappahannock,S0,"November 19, 2004",6.70,14.1
Rappahannock,D10,"June 7, 2004",0.35,6
Rappahannock,D10,"June 7, 2004",0.35,7
Rappahannock,D0,"June 7, 2004",0.40,12
Rappahannock,D0,"June 7, 2004",0.40,10
Rappahannock,D0,"June 7, 2004",0.40,3
Rappahannock,D8,"June 7, 2004",0.49,10.6
Rappahannock,D2,"June 7, 2004",0.60,6
Rappahannock,D2,"June 7, 2004",0.60,8
Rappahannock,D2,"June 7, 2004",0.60,9
Rappahannock,D2,"June 7, 2004",0.60,6
Rappahannock,D4,"June 7, 2004",0.66,13
Rappahannock,M7,"June 7, 2004",1.50,4
Rappahannock,M7,"June 7, 2004",1.50,8
Rappahannock,M7,"June 7, 2004",1.50,4
Rappahannock,M7,"June 7, 2004",1.50,11.5
Rappahannock,M7,"June 7, 2004",1.50,27.5
Rappahannock,M7,"June 7, 2004",1.50,24
Rappahannock,M7,"June 7, 2004",1.50,23.3
Rappahannock,M7,"June 7, 2004",1.50,30
Rappahannock,M7,"June 7, 2004",1.50,5
Rappahannock,M7,"June 7, 2004",1.50,3
Rappahannock,D9,"June 7, 2004",1.55,7.7
Rappahannock,D9,"June 7, 2004",1.55,7
Rappahannock,D9,"June 7, 2004",1.55,7.2
Rappahannock,D9,"June 7, 2004",1.55,9
Rappahannock,D9,"June 7, 2004",1.55,8
Rappahannock,D9,"June 7, 2004",1.55,6.7
Rappahannock,M8,"June 7, 2004",2.10,7
Rappahannock,M8,"June 7, 2004",2.10,6
Rappahannock,D6,"June 7, 2004",2.22,9
Rappahannock,D6,"June 7, 2004",2.22,12.2
Rappahannock,D6,"June 7, 2004",2.22,9.8
Rappahannock,D6,"June 7, 2004",2.22,7
Rappahannock,D6,"June 7, 2004",2.22,7
Rappahannock,D6,"June 7, 2004",2.22,9.8
Rappahannock,D6,"June 7, 2004",2.22,9
Rappahannock,D6,"June 7, 2004",2.22,6
Rappahannock,D6,"June 7, 2004",2.22,7
Rappahannock,D6,"June 7, 2004",2.22,8.9
Rappahannock,D6,"June 7, 2004",2.22,7
Rappahannock,D6,"June 7, 2004",2.22,8.8
Rappahannock,D6,"June 7, 2004",2.22,8.3
Rappahannock,M5,"June 7, 2004",2.30,7.5
Rappahannock,M5,"June 7, 2004",2.30,8
Rappahannock,M5,"June 7, 2004",2.30,5
Rappahannock,M5,"June 7, 2004",2.30,9
Rappahannock,M5,"June 7, 2004",2.30,7
Rappahannock,M5,"June 7, 2004",2.30,4
Rappahannock,M5,"June 7, 2004",2.30,5
Rappahannock,M5,"June 7, 2004",2.30,4
Rappahannock,M5,"June 7, 2004",2.30,4
Rappahannock,M5,"June 7, 2004",2.30,5
Rappahannock,M5,"June 7, 2004",2.30,6
Rappahannock,D3,"June 7, 2004",2.70,5
Rappahannock,D3,"June 7, 2004",2.70,6
Rappahannock,D3,"June 7, 2004",2.70,4
Rappahannock,S4,"June 7, 2004",3.00,35.9
Rappahannock,S4,"June 7, 2004",3.00,31.1
Rappahannock,S4,"June 7, 2004",3.00,32.2
Rappahannock,S4,"June 7, 2004",3.00,24.3
Rappahannock,S4,"June 7, 2004",3.00,23
Rappahannock,S4,"June 7, 2004",3.00,20.9
Rappahannock,S4,"June 7, 2004",3.00,22.7
Rappahannock,S4,"June 7, 2004",3.00,8
Rappahannock,S4,"June 7, 2004",3.00,7
Rappahannock,S4,"June 7, 2004",3.00,5
Rappahannock,S4,"June 7, 2004",3.00,16
Rappahannock,S4,"June 7, 2004",3.00,24
Rappahannock,S4,"June 7, 2004",3.00,23.8
Rappahannock,S4,"June 7, 2004",3.00,22.2
Rappahannock,S4,"June 7, 2004",3.00,20
Rappahannock,S4,"June 7, 2004",3.00,21.9
Rappahannock,S4,"June 7, 2004",3.00,21.5
Rappahannock,S4,"June 7, 2004",3.00,22.7
Rappahannock,S4,"June 7, 2004",3.00,20.1
Rappahannock,S4,"June 7, 2004",3.00,21.1
Rappahannock,S4,"June 7, 2004",3.00,21.7
Rappahannock,S4,"June 7, 2004",3.00,19.2
Rappahannock,S4,"June 7, 2004",3.00,5
Rappahannock,S4,"June 7, 2004",3.00,3
Rappahannock,S4,"June 7, 2004",3.00,4
Rappahannock,S4,"June 7, 2004",3.00,25.5
Rappahannock,S4,"June 7, 2004",3.00,23.8
Rappahannock,S4,"June 7, 2004",3.00,20.8
Rappahannock,S4,"June 7, 2004",3.00,30.5
Rappahannock,S4,"June 7, 2004",3.00,33.2
Rappahannock,S4,"June 7, 2004",3.00,21.2
Rappahannock,S4,"June 7, 2004",3.00,34.1
Rappahannock,S4,"June 7, 2004",3.00,23
Rappahannock,S4,"June 7, 2004",3.00,24.1
Rappahannock,S4,"June 7, 2004",3.00,21.3
Rappahannock,S4,"June 7, 2004",3.00,19.9
Rappahannock,S4,"June 7, 2004",3.00,19.2
Rappahannock,S4,"June 7, 2004",3.00,20.3
Rappahannock,S4,"June 7, 2004",3.00,20.2
Rappahannock,S4,"June 7, 2004",3.00,20.9
Rappahannock,S4,"June 7, 2004",3.00,19
Rappahannock,S4,"June 7, 2004",3.00,21.6
Rappahannock,M19,"June 7, 2004",3.25,4
Rappahannock,M19,"June 7, 2004",3.25,9
Rappahannock,M19,"June 7, 2004",3.25,7.6
Rappahannock,M19,"June 7, 2004",3.25,9
Rappahannock,M19,"June 7, 2004",3.25,8
Rappahannock,M0,"June 7, 2004",3.30,8.7
Rappahannock,M0,"June 7, 2004",3.30,22
Rappahannock,M0,"June 7, 2004",3.30,10
Rappahannock,M0,"June 7, 2004",3.30,6
Rappahannock,M0,"June 7, 2004",3.30,7
Rappahannock,M0,"June 7, 2004",3.30,8
Rappahannock,M0,"June 7, 2004",3.30,23.3
Rappahannock,M0,"June 7, 2004",3.30,21.3
Rappahannock,M0,"June 7, 2004",3.30,9
Rappahannock,M0,"June 7, 2004",3.30,7
Rappahannock,M0,"June 7, 2004",3.30,8
Rappahannock,M0,"June 7, 2004",3.30,21.4
Rappahannock,M0,"June 7, 2004",3.30,9.5
Rappahannock,M0,"June 7, 2004",3.30,6
Rappahannock,M0,"June 7, 2004",3.30,24
Rappahannock,M0,"June 7, 2004",3.30,8
Rappahannock,S8,"June 7, 2004",3.30,9.6
Rappahannock,S8,"June 7, 2004",3.30,6
Rappahannock,S8,"June 7, 2004",3.30,4
Rappahannock,S5,"June 7, 2004",3.50,9
Rappahannock,S5,"June 7, 2004",3.50,17.2
Rappahannock,S5,"June 7, 2004",3.50,21.7
Rappahannock,S5,"June 7, 2004",3.50,22.4
Rappahannock,S5,"June 7, 2004",3.50,21.4
Rappahannock,S5,"June 7, 2004",3.50,6
Rappahannock,S5,"June 7, 2004",3.50,22.3
Rappahannock,S5,"June 7, 2004",3.50,21.2
Rappahannock,S5,"June 7, 2004",3.50,8.2
Rappahannock,S5,"June 7, 2004",3.50,21.2
Rappahannock,S5,"June 7, 2004",3.50,5.2
Rappahannock,S5,"June 7, 2004",3.50,5
Rappahannock,S5,"June 7, 2004",3.50,21.1
Rappahannock,S5,"June 7, 2004",3.50,9.2
Rappahannock,S5,"June 7, 2004",3.50,6.2
Rappahannock,S5,"June 7, 2004",3.50,6
Rappahannock,S5,"June 7, 2004",3.50,5
Rappahannock,S5,"June 7, 2004",3.50,3.2
Rappahannock,M9,"June 7, 2004",3.60,8.7
Rappahannock,M9,"June 7, 2004",3.60,11
Rappahannock,M9,"June 7, 2004",3.60,24.3
Rappahannock,M9,"June 7, 2004",3.60,10.7
Rappahannock,M9,"June 7, 2004",3.60,8.7
Rappahannock,M9,"June 7, 2004",3.60,6
Rappahannock,S9,"June 7, 2004",3.60,7.2
Rappahannock,S9,"June 7, 2004",3.60,8
Rappahannock,S9,"June 7, 2004",3.60,5
Rappahannock,S9,"June 7, 2004",3.60,6
Rappahannock,S9,"June 7, 2004",3.60,6
Rappahannock,S1,"June 7, 2004",4.50,22
Rappahannock,S1,"June 7, 2004",4.50,7.6
Rappahannock,S1,"June 7, 2004",4.50,8.7
Rappahannock,S1,"June 7, 2004",4.50,5.8
Rappahannock,S1,"June 7, 2004",4.50,17.5
Rappahannock,S1,"June 7, 2004",4.50,8
Rappahannock,S1,"June 7, 2004",4.50,8
Rappahannock,S1,"June 7, 2004",4.50,22.3
Rappahannock,S1,"June 7, 2004",4.50,19.6
Rappahannock,S1,"June 7, 2004",4.50,21.4
Rappahannock,S1,"June 7, 2004",4.50,13
Rappahannock,S1,"June 7, 2004",4.50,7
Rappahannock,S1,"June 7, 2004",4.50,18.8
Rappahannock,S1,"June 7, 2004",4.50,17.5
Rappahannock,S1,"June 7, 2004",4.50,19.9
Rappahannock,S1,"June 7, 2004",4.50,7.4
Rappahannock,S1,"June 7, 2004",4.50,8
Rappahannock,S1,"June 7, 2004",4.50,10
Rappahannock,S1,"June 7, 2004",4.50,8
Rappahannock,S1,"June 7, 2004",4.50,8
Rappahannock,S1,"June 7, 2004",4.50,19.9
Rappahannock,S1,"June 7, 2004",4.50,18.4
Rappahannock,S1,"June 7, 2004",4.50,10
Rappahannock,S1,"June 7, 2004",4.50,23
Rappahannock,S1,"June 7, 2004",4.50,6.1
Rappahannock,S1,"June 7, 2004",4.50,7
Rappahannock,S1,"June 7, 2004",4.50,10
Rappahannock,S1,"June 7, 2004",4.50,20.8
Rappahannock,S1,"June 7, 2004",4.50,20
Rappahannock,S1,"June 7, 2004",4.50,9
Rappahannock,S1,"June 7, 2004",4.50,7.6
Rappahannock,S1,"June 7, 2004",4.50,21.8
Rappahannock,S1,"June 7, 2004",4.50,19.6
Rappahannock,S1,"June 7, 2004",4.50,20
Rappahannock,S1,"June 7, 2004",4.50,20
Rappahannock,S1,"June 7, 2004",4.50,21
Rappahannock,S1,"June 7, 2004",4.50,8.7
Rappahannock,S12,"June 7, 2004",4.50,20.1
Rappahannock,S12,"June 7, 2004",4.50,20
Rappahannock,S12,"June 7, 2004",4.50,16.3
Rappahannock,S12,"June 7, 2004",4.50,21.3
Rappahannock,S12,"June 7, 2004",4.50,16.9
Rappahannock,S12,"June 7, 2004",4.50,20
Rappahannock,M13,"June 7, 2004",4.60,22.2
Rappahannock,M13,"June 7, 2004",4.60,9.4
Rappahannock,M13,"June 7, 2004",4.60,24
Rappahannock,M13,"June 7, 2004",4.60,23.4
Rappahannock,M13,"June 7, 2004",4.60,6
Rappahannock,M13,"June 7, 2004",4.60,7
Rappahannock,S11,"June 7, 2004",4.60,6.1
Rappahannock,S11,"June 7, 2004",4.60,5
Rappahannock,S16,"June 7, 2004",4.70,6
Rappahannock,S10,"June 7, 2004",5.00,21.1
Rappahannock,S10,"June 7, 2004",5.00,21.1
Rappahannock,S10,"June 7, 2004",5.00,5
Rappahannock,S10,"June 7, 2004",5.00,18.9
Rappahannock,S10,"June 7, 2004",5.00,7
Rappahannock,S10,"June 7, 2004",5.00,21.1
Rappahannock,S10,"June 7, 2004",5.00,22.2
Rappahannock,S10,"June 7, 2004",5.00,28
Rappahannock,S10,"June 7, 2004",5.00,21.2
Rappahannock,S10,"June 7, 2004",5.00,8.1
Rappahannock,S10,"June 7, 2004",5.00,20.2
Rappahannock,S10,"June 7, 2004",5.00,22.9
Rappahannock,S10,"June 7, 2004",5.00,21.8
Rappahannock,S10,"June 7, 2004",5.00,22.1
Rappahannock,S10,"June 7, 2004",5.00,21.8
Rappahannock,S10,"June 7, 2004",5.00,22.7
Rappahannock,S10,"June 7, 2004",5.00,19.7
Rappahannock,S10,"June 7, 2004",5.00,19.9
Rappahannock,S10,"June 7, 2004",5.00,17.7
Rappahannock,S10,"June 7, 2004",5.00,8
Rappahannock,M6,"June 7, 2004",5.75,5
Rappahannock,M6,"June 7, 2004",5.75,5
Rappahannock,M6,"June 7, 2004",5.75,4
Rappahannock,M6,"June 7, 2004",5.75,4
